word,freq
the,285
of,192
to,152
in,104
that,76
patterns,70
and,68
are,66
function,65
code,63
we,63
is,59
pattern,57
this,52
source,46
for,45
called,45
instances,43
after,42
be,42
functions,37
on,36
or,34
rules,34
these,32
software,32
may,28
our,25
as,25
how,25
tool,22
by,22
repository,21
each,21
data,20
system,19
used,18
functionality,18
usage,18
new,18
specific,18
with,18
an,18
have,17
instance,17
more,17
conditionally,17
work,16
at,16
added,16
figure,16
beginpaint,15
has,14
endpaint,14
been,14
need,14
from,14
file,14
call,14
number,13
not,13
were,13
heap,13
two,12
changes,12
mining,12
many,12
project,11
looking,11
provide,11
which,11
some,11
network,10
it,10
10,10
revision,10
can,10
analysis,10
developers,10
what,9
must,9
such,9
they,9
there,9
error,9
study,9
one,9
only,9
interesting,8
if,8
cs,8
was,8
found,8
also,8
hdc,8
shows,8
between,8
identify,8
based,7
context,7
99,7
invoked,7
getprocessheap,7
over,7
should,7
times,7
both,7
violations,7
wine,7
type,7
example,7
cvs,7
proceedings,7
involved,6
proximity,6
future,6
determine,6
applied,6
developer,6
describe,6
did,6
debug,6
25,6
categories,6
use,6
paired,6
control,6
getclientrect,6
followed,6
large,6
into,6
case,6
close,6
identified,6
made,6
important,6
group,6
when,6
other,6
table,6
heapalloc,6
identifying,5
find,5
exist,5
mine,5
searching,5
handling,5
look,5
social,5
1a,5
chosen,5
filter,5
often,5
simple,5
flow,5
will,5
while,5
category,5
1b,5
useful,5
where,5
sites,5
see,5
very,5
memory,5
static,4
workshop,4
explore,4
database,4
insight,4
specifically,4
systems,4
per,4
up,4
process,4
mined,4
hwnd,4
site,4
manipulation,4
calls,4
16,4
preliminary,4
tools,4
removed,4
errors,4
particular,4
way,4
ps,4
net,4
conditional,4
most,4
relationships,4
results,4
change,4
doing,4
structure,4
distributed,4
17,4
mdi,4
international,4
implicit,4
bugs,4
touchgraph,4
either,4
repositories,4
end,4
attached,4
supported,4
api,4
frequently,4
edge,4
part,4
heapfree,4
about,4
unique,4
guarded,4
since,4
notion,3
area,3
once,3
design,3
internal,3
bit,3
19,3
calling,3
applications,3
produced,3
than,3
prior,3
state,3
msr,3
another,3
do,3
interact,3
recovered,3
involve,3
previous,3
2004,3
every,3
set,3
full,3
copies,3
drawicon,3
24,3
clearly,3
goal,3
string,3
computer,3
conditionals,3
indicate,3
architecture,3
al,3
et,3
de,3
open,3
section,3
linkbrowser,3
awareness,3
recover,3
gives,3
related,3
apply,3
successful,3
14,3
being,3
casts,3
same,3
bug,3
engler,3
stored,3
paper,3
studied,3
first,3
bar,3
its,3
projects,3
quick,3
time,3
acm,3
terms,3
wide,3
http,3
heuristic,3
needs,3
gui,3
pairing,3
later,3
zoo,3
level,3
foo,3
lists,2
hollingsworth,2
153,2
ways,2
further,2
name,2
provided,2
settextcolor,2
operating,2
chou,2
off,2
finer,2
likely,2
why,2
manage,2
difficulty,2
allocated,2
research,2
relation,2
commit,2
2002,2
entering,2
analyze,2
uk,2
fg02,2
hallem,2
binary,2
permission,2
initialized,2
similar,2
online,2
return,2
edinburgh,2
different,2
symposium,2
line,2
follows,2
names,2
keep,2
22,2
all,2
pinzger,2
neighborhood,2
blocks,2
expected,2
globallock,2
highlight,2
interface,2
obvious,2
50,2
rysselberghe,2
track,2
validate,2
maintenance,2
aspect,2
information,2
centered,2
gall,2
provides,2
05,2
within,2
04,2
recovering,2
demeyer,2
build,2
well,2
hicon,2
currently,2
selected,2
lock,2
contain,2
statement,2
total,2
problems,2
critical,2
unlock,2
checking,2
regopenkeya,2
amount,2
scotland,2
out,2
object,2
numbers,2
science,2
key,2
expert,2
deeper,2
fall,2
principles,2
here,2
describes,2
recovery,2
version,2
small,2
department,2
80,2
umd,2
larger,2
documented,2
williams,2
39,2
2005,2
chelf,2
edu,2
programmers,2
relationship,2
thick,2
edison,2
shown,2
wrap,2
implementation,2
general,2
common,2
debugging,2
dataflow,2
involves,2
takes,2
who,2
278,2
note,2
usa,2
chadd,2
then,2
think,2
expect,2
university,2
via,2
loadcursora,2
their,2
perform,2
developed,2
immediately,2
available,2
rather,2
knowledge,2
271,2
02,2
done,2
transitive,2
graph,2
pairings,2
detail,2
matsumura,2
records,2
maryland,2
million,2
finds,2
investigated,2
mailing,2
30,2
97,2
snippets,2
basic,2
automatically,2
metal,2
41,2
contains,2
current,2
lines,2
senior,2
during,2
thin,2
globalunlock,2
describing,2
basis,2
value,2
together,2
gutwin,2
user,2
enclosing,2
plan,2
transactions,2
studying,2
obtain,2
access,2
follow,2
list,2
28,2
created,2
gather,2
drawing,2
www,2
fee,2
search,2
viewer,2
parts,2
looks,1
widely,1
initializecriticalsection,1
pulling,1
messages,1
artifacts,1
able,1
conceptual,1
34,1
providing,1
down,1
wise,1
comprehension,1
copyright,1
0080206,1
relies,1
program,1
support,1
knowing,1
june,1
subsequent,1
method,1
post,1
proceeds,1
missouri,1
encode,1
unsatisfactory,1
question,1
fourth,1
working,1
adding,1
registry,1
propagated,1
refactoring,1
due,1
decisions,1
solutions,1
module,1
stages,1
successfully,1
cfc02,1
parameter,1
introduction,1
allows,1
networks,1
conclusions,1
nov,1
represent,1
require,1
loop,1
among,1
100,1
leaves,1
task,1
175,1
improvement,1
seen,1
safely,1
hard,1
try,1
121,1
using,1
union,1
rtlallocateheap,1
entercriticalsection,1
guide,1
bear,1
demonstrated,1
real,1
infer,1
violating,1
want,1
history,1
0005,1
generating,1
but,1
11,1
versus,1
field,1
email,1
instructive,1
whether,1
challenging,1
heavily,1
causes,1
regqueryvalueexa,1
would,1
checked,1
separately,1
proper,1
profit,1
oct,1
refining,1
phase,1
analyzed,1
consequently,1
serve,1
document,1
versions,1
higher,1
hand,1
studies,1
coding,1
26,1
compiler,1
suggest,1
matsumoto,1
parser,1
manipulates,1
entry,1
123,1
present,1
classroom,1
computationally,1
run,1
page,1
retrieve,1
before,1
deletecriticalsection,1
46,1
reside,1
understand,1
93er25176,1
us,1
fails,1
focuses,1
iwpc,1
cpp,1
reading,1
abstract,1
ca,1
253,1
representing,1
award,1
adhere,1
tagged,1
chicago,1
94,1
differentiate,1
nsf,1
applies,1
succession,1
iwpse,1
because,1
deciding,1
sets,1
500,1
distinction,1
indicating,1
rule,1
warnings,1
341,1
faulty,1
programmer,1
apis,1
retrieving,1
finally,1
facs,1
feeding,1
old,1
validated,1
specified,1
advantage,1
searched,1
determining,1
registerclassa,1
2001,1
scans,1
directories,1
canada,1
encoded,1
framework,1
shed,1
finding,1
files,1
chains,1
servers,1
citation,1
cooperative,1
producing,1
inferring,1
serves,1
invocations,1
importance,1
until,1
winehq,1
cannot,1
ensure,1
least,1
accessed,1
october,1
32,1
freedom,1
65,1
machines,1
match,1
separated,1
eia,1
expand,1
appendix,1
flagged,1
web,1
elicit,1
know,1
keeping,1
analyzes,1
driven,1
operate,1
appeared,1
help,1
parses,1
presented,1
fact,1
visualization,1
saint,1
extensions,1
making,1
confusion,1
believe,1
references,1
granted,1
potentially,1
personal,1
something,1
second,1
experience,1
discuss,1
doe,1
through,1
discovered,1
allowing,1
dealt,1
focus,1
handled,1
profile,1
external,1
exclusively,1
fl,1
01er25510,1
setlasterror,1
updated,1
notice,1
check,1
raw,1
appears,1
san,1
detected,1
synchronization,1
inform,1
misused,1
happens,1
grow,1
95,1
date,1
schneider,1
subset,1
expensive,1
complexity,1
third,1
sourceforge,1
satisfied,1
detecting,1
split,1
filters,1
supply,1
deallocated,1
commercial,1
determines,1
il,1
feedthrough,1
link,1
written,1
sharing,1
management,1
recorded,1
ones,1
pairs,1
failures,1
little,1
again,1
exists,1
2000,1
cause,1
idioms,1
hollings,1
unless,1
enormous,1
freed,1
means,1
defined,1
evidence,1
louis,1
still,1
generated,1
early,1
assume,1
significant,1
evident,1
ample,1
visualize,1
involving,1
flag,1
detection,1
exit,1
monden,1
queried,1
aspects,1
could,1
sixty,1
template,1
include,1
properly,1
invocation,1
copy,1
make,1
put,1
approach,1
conference,1
reconstruct,1
propose,1
message,1
00,1
requires,1
almost,1
diego,1
class,1
republish,1
922,1
target,1
chen,1
filtering,1
mainly,1
smaller,1
france,1
evolution,1
five,1
prototype,1
stronger,1
looked,1
account,1
themselves,1
suggests,1
discussion,1
edited,1
development,1
technique,1
leavecriticalsection,1
merely,1
respect,1
supplies,1
performed,1
pair,1
surrounding,1
expectation,1
always,1
statements,1
deviant,1
banff,1
finders,1
behavior,1
org,1
better,1
latter,1
room,1
objects,1
59593,1
tracing,1
html,1
clarity,1
relatively,1
complicated,1
suffer,1
novel,1
histories,1
penner,1
includes,1
transitivity,1
types,1
graphs,1
against,1
no,1
com,1
undocumented,1
light,1
transaction,1
add,1
argument,1
steadily,1
edg,1
digital,1
define,1
possible,1
entered,1
rely,1
redistribute,1
introduced,1
paris,1
known,1
continue,1
learning,1
jeffrey,1
might,1
non,1
observations,1
mentioned,1
like,1
listed,1
grants,1
summary,1
distance,1
without,1
01er254489,1
locate,1
located,1
deleted,1
usually,1
cases,1
investigate,1
associatations,1
surround,1
relating,1
otherwise,1
eight,1
dynamic,1
broken,1
orlando,1
those,1
